year,state_fips,track_width_yards,injuries,fatalities,property_loss,track_width_yards,start_latitude,start_longitude,track_length_miles,severe
2008.0,19.0,30.0,0.0,0.0,75000.0,30.0,40.67,-93.08,2.01,False
1978.0,56.0,160.0,0.0,0.0,50000.0,160.0,42.65,-105.18,3.0,False
1961.0,13.0,50.0,0.0,0.0,50000.0,50.0,32.93,-85.15,0.8,False
1966.0,29.0,50.0,0.0,0.0,50000.0,50.0,39.22,-92.0,0.3,False
1998.0,17.0,250.0,1.0,0.0,450000.0,250.0,38.42,-89.08,5.5,True
1970.0,13.0,10.0,0.0,0.0,50000.0,10.0,33.03,-82.32,0.1,False
1956.0,39.0,880.0,0.0,0.0,500000.0,880.0,41.6,-80.95,23.9,False
1979.0,48.0,10.0,0.0,0.0,50000.0,10.0,34.03,-99.53,0.1,False
1967.0,5.0,100.0,0.0,0.0,5000000.0,100.0,33.12,-91.97,2.0,False
1997.0,40.0,30.0,0.0,0.0,50000.0,30.0,35.3,-95.6,0.1,False
1982.0,13.0,30.0,0.0,0.0,50000.0,30.0,31.7,-83.3,1.0,False
1990.0,28.0,100.0,1.0,0.0,500000.0,100.0,31.87,-89.97,5.0,True
1954.0,37.0,27.0,0.0,0.0,500000.0,27.0,34.22,-77.78,2.0,False
1983.0,38.0,17.0,0.0,0.0,5000.0,17.0,46.02,-101.25,0.3,False
1974.0,38.0,10.0,0.0,0.0,500000.0,10.0,47.93,-99.42,3.8,False
1956.0,40.0,400.0,0.0,0.0,50000.0,400.0,35.4,-98.15,16.2,False
1975.0,13.0,100.0,1.0,0.0,50000.0,100.0,32.2,-82.32,2.0,True
1976.0,38.0,10.0,0.0,0.0,50000.0,10.0,48.43,-97.42,0.1,False
2003.0,46.0,25.0,0.0,0.0,50000.0,25.0,43.95,-99.87,0.1,False
2010.0,29.0,325.0,0.0,0.0,50000.0,325.0,38.6648,-90.3403,4.36,False
1954.0,8.0,17.0,0.0,0.0,500.0,17.0,39.98,-104.82,0.1,False
2003.0,51.0,35.0,0.0,0.0,100000.0,35.0,37.35,-79.95,0.5,False
2009.0,20.0,50.0,0.0,0.0,50000.0,50.0,38.51,-98.93,0.2,False
2022.0,22.0,200.0,0.0,0.0,12000.0,200.0,32.0323,-93.0364,3.67,False
1979.0,48.0,40.0,0.0,0.0,50000.0,40.0,29.37,-98.3,0.3,False
2011.0,48.0,60.0,0.0,0.0,20000.0,60.0,33.6057,-95.7824,4.02,False
1954.0,29.0,100.0,0.0,0.0,500000.0,100.0,38.25,-93.13,1.0,False
1971.0,29.0,33.0,6.0,0.0,50000.0,33.0,36.85,-89.35,1.0,True
2006.0,29.0,40.0,0.0,0.0,50000.0,40.0,38.68,-90.92,0.5,False
2000.0,19.0,10.0,0.0,0.0,50000.0,10.0,42.38,-93.27,0.1,False
1980.0,48.0,10.0,0.0,0.0,50000.0,10.0,33.18,-99.25,0.1,False
1983.0,21.0,100.0,0.0,0.0,5000.0,100.0,37.08,-83.2,2.0,False
1990.0,17.0,50.0,0.0,0.0,50000.0,50.0,39.32,-88.0,0.5,False
2019.0,29.0,75.0,0.0,0.0,20000.0,75.0,36.6596,-93.2579,1.02,False
1980.0,46.0,10.0,0.0,0.0,5000.0,10.0,44.12,-97.22,0.1,False
1959.0,48.0,100.0,0.0,0.0,5000.0,100.0,32.45,-99.7,4.1,False
2011.0,1.0,100.0,0.0,0.0,29000.0,100.0,33.2477,-86.5256,4.38,False
2019.0,19.0,75.0,0.0,0.0,50000.0,75.0,41.5689,-91.7208,10.76,False
1983.0,26.0,13.0,0.0,0.0,500.0,13.0,43.62,-85.53,0.6,False
2005.0,20.0,30.0,0.0,0.0,50000.0,30.0,37.47,-101.43,0.5,False
2021.0,8.0,25.0,0.0,0.0,50000.0,25.0,39.93,-103.95,0.01,False
1998.0,42.0,50.0,0.0,0.0,50000.0,50.0,40.48,-78.9,5.0,False
2010.0,5.0,150.0,0.0,0.0,200000.0,150.0,35.2105,-91.6726,2.41,False
2008.0,22.0,10.0,0.0,0.0,15000.0,10.0,30.08,-91.83,0.26,False
1990.0,48.0,50.0,0.0,0.0,50000.0,50.0,31.78,-93.98,4.0,False
1994.0,37.0,10.0,0.0,0.0,500000.0,10.0,35.67,-79.78,0.1,False
2021.0,1.0,125.0,0.0,0.0,100000.0,125.0,31.3194,-85.5045,0.65,False
2013.0,47.0,50.0,0.0,0.0,45000.0,50.0,36.4594,-86.3364,5.84,False
1965.0,39.0,10.0,0.0,0.0,50000.0,10.0,41.0,-84.1,0.1,False
2017.0,28.0,600.0,0.0,0.0,120000.0,600.0,32.609,-89.4624,10.55,False
1979.0,5.0,77.0,0.0,0.0,5000000.0,77.0,34.82,-92.22,0.8,False
2019.0,6.0,50.0,0.0,0.0,50000.0,50.0,35.32,-118.76,0.2,False
2006.0,35.0,200.0,0.0,0.0,50000.0,200.0,32.22,-107.61,1.0,False
2001.0,12.0,5.0,0.0,0.0,40000.0,5.0,26.88,-82.03,15.5,False
1996.0,28.0,300.0,0.0,0.0,30000.0,300.0,31.4,-89.13,12.0,False
1961.0,55.0,10.0,0.0,0.0,5000.0,10.0,45.2,-89.92,1.0,False
2010.0,18.0,50.0,0.0,0.0,500000.0,50.0,41.5713,-85.8311,1.05,False
2003.0,38.0,40.0,0.0,0.0,50000.0,40.0,46.13,-98.1,2.0,False
2017.0,27.0,500.0,0.0,0.0,475000.0,500.0,47.22,-96.51,12.81,False
2003.0,1.0,20.0,0.0,0.0,50000.0,20.0,34.77,-85.92,1.0,False
1979.0,17.0,30.0,0.0,0.0,50000.0,30.0,41.33,-90.02,3.0,False
1996.0,42.0,67.0,0.0,0.0,400000.0,67.0,40.85,-75.43,10.0,False
1982.0,29.0,50.0,0.0,0.0,500.0,50.0,38.45,-93.05,1.0,False
1972.0,33.0,40.0,0.0,0.0,5000.0,40.0,42.75,-71.43,0.9,False
2007.0,46.0,50.0,0.0,0.0,50000.0,50.0,42.87,-97.5,0.1,False
1958.0,25.0,100.0,0.0,0.0,5000.0,100.0,42.58,-72.5,1.0,False
2022.0,21.0,100.0,0.0,0.0,3000.0,100.0,36.6975,-87.0981,5.88,False
2013.0,40.0,25.0,0.0,0.0,50000.0,25.0,36.7996,-100.33,0.82,False
1999.0,17.0,20.0,0.0,0.0,50000.0,20.0,40.72,-88.73,2.0,False
1976.0,26.0,93.0,0.0,0.0,500000.0,93.0,42.5,-84.6,18.9,False
1991.0,31.0,50.0,0.0,0.0,50000.0,50.0,40.42,-97.45,1.0,False
1990.0,36.0,17.0,3.0,0.0,50000.0,17.0,40.57,-74.1,2.0,True
2022.0,13.0,280.0,0.0,0.0,1000000.0,280.0,31.3039,-83.9463,1.96,False
1993.0,20.0,20.0,0.0,0.0,50000.0,20.0,38.02,-100.93,16.0,False
1973.0,37.0,10.0,1.0,0.0,500000.0,10.0,36.52,-81.13,0.1,True
1990.0,48.0,10.0,0.0,0.0,50000.0,10.0,31.65,-97.13,0.2,False
2004.0,17.0,30.0,0.0,0.0,50000.0,30.0,41.07,-90.13,2.8,False
1975.0,31.0,10.0,0.0,0.0,50000.0,10.0,40.3,-98.95,0.2,False
1968.0,48.0,100.0,0.0,0.0,500.0,100.0,36.03,-100.27,0.1,False
1975.0,12.0,50.0,0.0,0.0,50000.0,50.0,28.07,-81.78,2.5,False
2017.0,1.0,400.0,0.0,0.0,50000.0,400.0,32.1438,-86.5919,2.9,False
1971.0,12.0,100.0,3.0,0.0,50000.0,100.0,27.13,-82.47,4.9,True
1970.0,48.0,10.0,1.0,0.0,50000.0,10.0,33.58,-102.33,0.1,True
1973.0,42.0,67.0,0.0,0.0,500000.0,67.0,41.23,-76.98,1.6,False
2005.0,28.0,50.0,0.0,0.0,50000.0,50.0,31.73,-89.48,3.0,False
1972.0,40.0,10.0,0.0,0.0,50000.0,10.0,34.5,-96.1,0.1,False
1967.0,48.0,10.0,0.0,0.0,5000.0,10.0,29.67,-98.07,0.1,False
1984.0,5.0,200.0,2.0,0.0,50000000.0,200.0,35.73,-90.87,49.0,True
1993.0,1.0,10.0,0.0,0.0,50000.0,10.0,34.87,-87.53,0.2,False
1978.0,29.0,10.0,0.0,0.0,50000.0,10.0,37.72,-91.55,0.1,False
1994.0,55.0,50.0,0.0,0.0,50000.0,50.0,44.1,-90.83,0.5,False
1967.0,12.0,250.0,50.0,1.0,5000000.0,250.0,30.07,-85.57,7.1,True
1999.0,39.0,200.0,0.0,0.0,250000.0,200.0,41.4,-81.6,4.0,False
2000.0,48.0,50.0,0.0,0.0,50000.0,50.0,33.63,-101.98,0.5,False
2000.0,37.0,50.0,0.0,0.0,20000.0,50.0,34.9,-77.53,0.2,False
1975.0,17.0,10.0,0.0,0.0,500000.0,10.0,40.25,-90.02,18.6,False
2019.0,29.0,25.0,0.0,0.0,50000.0,25.0,38.9152,-94.2683,0.68,False
2001.0,40.0,100.0,0.0,0.0,50000.0,100.0,35.18,-95.05,1.0,False
1973.0,20.0,133.0,0.0,0.0,50000.0,133.0,39.5,-101.63,0.2,False
2019.0,48.0,50.0,0.0,0.0,50000.0,50.0,30.3232,-103.0242,0.08,False
1955.0,48.0,10.0,0.0,0.0,50000.0,10.0,32.08,-96.47,0.1,False
2019.0,27.0,500.0,0.0,0.0,50000.0,500.0,48.0519,-92.6779,5.72,False
2017.0,5.0,200.0,0.0,0.0,300000.0,200.0,34.5279,-92.7723,1.85,False
1976.0,38.0,10.0,0.0,0.0,50000.0,10.0,47.9,-99.9,0.1,False
2007.0,20.0,75.0,0.0,0.0,50000.0,75.0,37.21,-99.67,6.04,False
1963.0,46.0,160.0,0.0,0.0,50000.0,160.0,45.72,-98.87,2.3,False
1984.0,37.0,10.0,0.0,0.0,50000.0,10.0,35.73,-76.8,0.6,False
2003.0,48.0,50.0,0.0,0.0,50000.0,50.0,35.5,-100.27,0.1,False
1970.0,33.0,17.0,0.0,0.0,50000.0,17.0,43.7,-71.33,0.1,False
2003.0,48.0,20.0,0.0,0.0,50000.0,20.0,32.08,-100.33,0.8,False
2016.0,17.0,10.0,0.0,0.0,50000.0,10.0,40.0449,-87.7278,0.1,False
1999.0,8.0,0.0,0.0,0.0,50000.0,0.0,40.85,-102.68,0.1,False
2008.0,20.0,715.0,0.0,0.0,50000.0,715.0,38.61,-99.88,9.01,False
1951.0,18.0,400.0,0.0,0.0,500000.0,400.0,41.6,-87.33,0.3,False
2013.0,31.0,35.0,0.0,0.0,50000.0,35.0,41.56,-99.26,0.25,False
1997.0,41.0,10.0,0.0,0.0,10000.0,10.0,45.0,-123.22,0.5,False
1997.0,13.0,73.0,0.0,0.0,3000.0,73.0,32.62,-84.92,1.0,False
2017.0,45.0,150.0,0.0,0.0,50000.0,150.0,33.287,-80.445,3.08,False
1973.0,50.0,27.0,0.0,0.0,50000.0,27.0,44.42,-73.17,0.1,False
2001.0,27.0,25.0,0.0,0.0,50000.0,25.0,45.93,-95.2,0.1,False
1997.0,12.0,10.0,0.0,0.0,30000.0,10.0,27.37,-82.52,0.1,False
2020.0,45.0,100.0,0.0,0.0,25000.0,100.0,34.644,-81.19,4.57,False
2004.0,45.0,15.0,0.0,0.0,50000.0,15.0,34.52,-82.87,0.1,False
1957.0,29.0,17.0,0.0,0.0,50.0,17.0,37.42,-90.97,0.2,False
1964.0,27.0,300.0,0.0,0.0,500000.0,300.0,45.58,-94.78,4.3,False
2002.0,31.0,10.0,0.0,0.0,10000.0,10.0,42.35,-99.85,0.1,False
2009.0,20.0,50.0,0.0,0.0,50000.0,50.0,37.658,-100.14,0.3,False
1972.0,13.0,30.0,1.0,0.0,50000.0,30.0,31.12,-83.53,0.3,True
2018.0,55.0,100.0,0.0,0.0,50000.0,100.0,43.6823,-88.6637,4.44,False
1953.0,28.0,10.0,1.0,0.0,50000.0,10.0,33.6,-88.62,18.7,True
1973.0,42.0,10.0,0.0,0.0,50.0,10.0,39.67,-76.58,0.1,False
1972.0,48.0,20.0,0.0,0.0,50000.0,20.0,33.68,-101.98,0.3,False
2011.0,5.0,200.0,0.0,0.0,50000.0,200.0,33.834,-93.1313,3.96,False
2004.0,37.0,20.0,0.0,0.0,50000.0,20.0,35.28,-78.93,0.5,False
1971.0,39.0,200.0,0.0,0.0,5000000.0,200.0,41.08,-84.0,39.6,False
2000.0,46.0,50.0,0.0,0.0,50000.0,50.0,43.1,-96.52,0.1,False
1999.0,29.0,250.0,0.0,0.0,240000.0,250.0,37.73,-91.82,2.0,False
1974.0,18.0,50.0,0.0,0.0,50000.0,50.0,39.8,-85.52,1.0,False
1983.0,1.0,80.0,1.0,0.0,500000.0,80.0,31.28,-86.63,15.0,True
1955.0,1.0,167.0,0.0,0.0,5000.0,167.0,31.32,-85.82,17.3,False
2018.0,19.0,25.0,0.0,0.0,50000.0,25.0,41.5479,-93.2512,0.43,False
2011.0,1.0,200.0,0.0,0.0,3910000.0,200.0,32.4359,-88.3288,8.92,False
2007.0,45.0,60.0,0.0,0.0,100000.0,60.0,32.88,-80.93,1.0,False
2001.0,1.0,30.0,0.0,0.0,70000.0,30.0,33.6,-86.17,3.5,False
1972.0,48.0,10.0,0.0,0.0,5000.0,10.0,29.6,-95.17,0.1,False
1968.0,13.0,33.0,0.0,0.0,50000.0,33.0,33.9,-83.4,2.0,False
2002.0,28.0,20.0,0.0,0.0,10000.0,20.0,31.25,-88.75,0.1,False
2018.0,22.0,900.0,0.0,0.0,15000.0,900.0,30.1411,-93.4728,6.49,False
1999.0,40.0,50.0,0.0,0.0,1000.0,50.0,35.67,-95.2,0.5,False
1958.0,1.0,10.0,0.0,0.0,50000.0,10.0,34.73,-86.62,0.1,False
1953.0,12.0,10.0,0.0,0.0,50.0,10.0,25.83,-80.3,0.1,False
1997.0,46.0,30.0,0.0,0.0,50000.0,30.0,45.03,-100.52,0.3,False
2002.0,19.0,40.0,0.0,0.0,1000.0,40.0,41.9,-94.68,0.5,False
2005.0,13.0,50.0,0.0,0.0,50000.0,50.0,30.95,-84.73,3.0,False
2007.0,31.0,100.0,0.0,0.0,50000.0,100.0,41.78,-98.18,0.5,False
2012.0,47.0,200.0,0.0,0.0,100000.0,200.0,36.5815,-83.5322,2.5,False
2021.0,19.0,80.0,0.0,0.0,50000.0,80.0,42.6852,-94.5062,7.1,False
1957.0,55.0,10.0,0.0,0.0,5000.0,10.0,44.12,-87.78,0.1,False
1983.0,46.0,10.0,0.0,0.0,5000.0,10.0,42.77,-96.63,0.2,False
1987.0,26.0,20.0,0.0,0.0,5000.0,20.0,43.7,-84.97,0.4,False
1993.0,45.0,10.0,0.0,0.0,50000.0,10.0,34.83,-82.57,0.1,False
2005.0,22.0,75.0,0.0,0.0,10000.0,75.0,31.65,-91.4,1.0,False
2019.0,55.0,10.0,0.0,0.0,50000.0,10.0,44.1736,-89.4987,0.15,False
1981.0,22.0,10.0,0.0,0.0,50.0,10.0,29.98,-90.23,0.1,False
1965.0,46.0,50.0,0.0,0.0,50000.0,50.0,43.58,-97.38,7.2,False
1956.0,20.0,27.0,0.0,0.0,5000.0,27.0,39.25,-94.9,0.8,False
2021.0,1.0,305.0,0.0,0.0,50000.0,305.0,34.1591,-87.1281,1.19,False
2014.0,38.0,25.0,0.0,0.0,50000.0,25.0,46.85,-97.29,0.1,False
1976.0,19.0,33.0,0.0,0.0,5000.0,33.0,43.15,-94.9,26.9,False
1995.0,48.0,60.0,0.0,0.0,50000.0,60.0,31.88,-104.65,0.5,False
1952.0,22.0,200.0,5.0,0.0,50000.0,200.0,32.35,-94.0,0.5,True
2003.0,20.0,880.0,34.0,5.0,23900000.0,880.0,37.08,-94.95,25.0,True
1984.0,40.0,100.0,0.0,0.0,5000.0,100.0,35.12,-97.43,6.8,False
2003.0,48.0,50.0,0.0,0.0,50000.0,50.0,35.17,-100.7,0.5,False
1961.0,40.0,10.0,0.0,0.0,50000.0,10.0,36.4,-96.5,0.1,False
1993.0,5.0,500.0,0.0,0.0,500000.0,500.0,35.88,-92.68,16.5,False
1979.0,45.0,60.0,0.0,0.0,500.0,60.0,32.73,-79.93,2.0,False
1995.0,20.0,20.0,0.0,0.0,50000.0,20.0,39.75,-101.68,0.1,False
1990.0,45.0,80.0,0.0,0.0,500000.0,80.0,34.85,-82.4,3.0,False
1971.0,46.0,10.0,0.0,0.0,50000.0,10.0,44.17,-98.98,0.1,False
1981.0,48.0,77.0,2.0,0.0,500000.0,77.0,30.77,-96.0,2.5,True
1978.0,48.0,10.0,0.0,0.0,50.0,10.0,34.07,-102.55,0.1,False
1971.0,22.0,500.0,510.0,47.0,50000000.0,500.0,32.38,-91.47,109.2,True
1999.0,22.0,200.0,0.0,0.0,50000.0,200.0,29.95,-92.18,2.0,False
1997.0,23.0,50.0,0.0,0.0,50000.0,50.0,44.58,-69.85,0.2,False
1969.0,48.0,10.0,0.0,0.0,50000.0,10.0,35.78,-102.55,1.0,False
1959.0,29.0,17.0,0.0,0.0,50000.0,17.0,36.62,-92.45,0.2,False
2014.0,17.0,100.0,0.0,0.0,50000.0,100.0,41.2674,-90.6666,3.7,False
1991.0,20.0,50.0,0.0,0.0,5000.0,50.0,37.92,-96.78,0.5,False
2014.0,12.0,15.0,0.0,0.0,50000.0,15.0,28.4592,-80.992,0.25,False
2008.0,56.0,10.0,1.0,0.0,10000.0,10.0,43.53,-109.63,0.04,True
1968.0,22.0,33.0,0.0,0.0,50000.0,33.0,32.75,-91.72,0.5,False
2021.0,47.0,100.0,1.0,0.0,1250000.0,100.0,36.1424,-86.5901,7.67,True
1977.0,31.0,17.0,0.0,0.0,500000.0,17.0,40.92,-98.4,0.5,False
2011.0,29.0,250.0,0.0,0.0,50000.0,250.0,38.7362,-90.9388,7.35,False
1993.0,12.0,30.0,0.0,0.0,50000.0,30.0,27.25,-80.83,0.1,False
1979.0,17.0,50.0,0.0,0.0,50000.0,50.0,39.65,-87.75,0.5,False
2004.0,29.0,50.0,0.0,0.0,50000.0,50.0,40.52,-95.13,0.5,False
1998.0,18.0,30.0,0.0,0.0,50000.0,30.0,41.37,-85.05,0.1,False
1991.0,19.0,60.0,0.0,0.0,500000.0,60.0,40.7,-93.37,9.0,False
1967.0,13.0,27.0,0.0,0.0,5000.0,27.0,32.93,-84.92,20.8,False
1971.0,28.0,10.0,0.0,0.0,50000.0,10.0,30.4,-89.02,0.1,False
1967.0,19.0,100.0,0.0,0.0,500000.0,100.0,42.0,-93.6,14.4,False
1966.0,46.0,10.0,0.0,0.0,50000.0,10.0,43.2,-101.0,0.1,False
2010.0,40.0,30.0,0.0,0.0,50000.0,30.0,34.188,-97.205,0.5,False
2017.0,39.0,100.0,0.0,0.0,200000.0,100.0,41.1033,-82.6929,0.59,False
1957.0,40.0,10.0,0.0,0.0,500.0,10.0,36.17,-99.8,0.1,False
1994.0,31.0,50.0,1.0,0.0,50000.0,50.0,41.02,-97.62,0.3,True
2011.0,48.0,500.0,0.0,0.0,50000.0,500.0,32.4821,-99.381,5.95,False
1976.0,8.0,33.0,0.0,0.0,50000.0,33.0,39.77,-104.68,0.1,False
2011.0,5.0,450.0,0.0,0.0,25000.0,450.0,36.2418,-94.533,2.8,False
1957.0,47.0,200.0,0.0,0.0,50000.0,200.0,36.32,-88.85,2.0,False
1966.0,20.0,200.0,2.0,1.0,500000.0,200.0,39.17,-95.18,19.9,True
1959.0,35.0,10.0,0.0,0.0,5000.0,10.0,32.73,-103.1,0.5,False
1987.0,22.0,150.0,3.0,0.0,500000.0,150.0,30.87,-90.5,3.5,True
1964.0,40.0,10.0,0.0,0.0,5000.0,10.0,34.82,-97.35,0.1,False
2019.0,40.0,100.0,0.0,0.0,50000.0,100.0,36.3156,-95.8231,0.6,False
2012.0,20.0,350.0,0.0,0.0,50000.0,350.0,38.5283,-99.3177,1.89,False
1989.0,36.0,40.0,1.0,0.0,50000.0,40.0,40.82,-72.78,0.2,True
1995.0,19.0,150.0,0.0,0.0,5000000.0,150.0,42.6,-91.68,20.0,False
2003.0,28.0,50.0,0.0,0.0,1000.0,50.0,34.95,-88.88,0.5,False
1985.0,20.0,300.0,0.0,0.0,500000.0,300.0,38.93,-99.63,10.0,False
2009.0,13.0,440.0,2.0,0.0,50000.0,440.0,31.51,-82.24,5.13,True
1963.0,17.0,200.0,0.0,0.0,5000.0,200.0,39.2,-88.25,0.3,False
2014.0,20.0,10.0,0.0,0.0,50000.0,10.0,39.8176,-101.878,0.5,False
1993.0,17.0,20.0,0.0,0.0,50000.0,20.0,42.35,-90.0,0.2,False
1952.0,5.0,10.0,9.0,9.0,500000.0,10.0,34.53,-91.8,16.2,True
2017.0,29.0,200.0,0.0,0.0,100000.0,200.0,37.1726,-93.1647,2.49,False
1970.0,20.0,10.0,0.0,0.0,50000.0,10.0,38.4,-98.9,3.0,False
2012.0,21.0,200.0,1.0,0.0,50000.0,200.0,37.7451,-87.9085,6.56,True
1996.0,46.0,10.0,0.0,0.0,50000.0,10.0,45.47,-98.42,0.3,False
2007.0,29.0,60.0,2.0,0.0,50000.0,60.0,38.61,-90.25,1.71,True
1961.0,39.0,10.0,0.0,0.0,500000.0,10.0,40.18,-84.25,0.1,False
2005.0,28.0,50.0,0.0,0.0,30000.0,50.0,32.03,-89.58,1.0,False
2002.0,42.0,200.0,0.0,0.0,50000.0,200.0,41.67,-80.43,0.2,False
1981.0,20.0,33.0,0.0,0.0,500.0,33.0,39.18,-94.9,2.0,False
2011.0,38.0,25.0,0.0,0.0,50000.0,25.0,46.17,-98.59,0.38,False
1980.0,12.0,17.0,0.0,0.0,5000.0,17.0,25.65,-80.42,0.3,False
1959.0,35.0,10.0,0.0,0.0,50000.0,10.0,35.2,-106.0,0.1,False
1993.0,29.0,40.0,0.0,0.0,50000.0,40.0,36.67,-92.35,0.5,False
2014.0,17.0,50.0,0.0,0.0,250000.0,50.0,41.5886,-88.9526,1.51,False
1989.0,34.0,30.0,1.0,0.0,50000.0,30.0,40.53,-74.35,0.1,True
2017.0,27.0,200.0,0.0,0.0,50000.0,200.0,45.3229,-92.8595,0.55,False
2005.0,31.0,45.0,0.0,0.0,50000.0,45.0,40.75,-98.85,1.5,False
2016.0,18.0,50.0,0.0,0.0,50000.0,50.0,40.6832,-85.0247,7.56,False
1991.0,35.0,10.0,0.0,0.0,50000.0,10.0,35.25,-106.68,0.2,False
1995.0,28.0,50.0,0.0,0.0,50000.0,50.0,33.1,-89.05,1.0,False
1958.0,31.0,10.0,0.0,0.0,50000.0,10.0,41.23,-103.32,0.1,False
1987.0,1.0,50.0,0.0,0.0,50000.0,50.0,33.55,-85.47,0.3,False
2008.0,18.0,75.0,0.0,0.0,70000.0,75.0,39.41,-85.41,4.09,False
1972.0,48.0,200.0,0.0,0.0,50000.0,200.0,30.63,-97.68,0.3,False
2017.0,29.0,300.0,0.0,0.0,50000.0,300.0,36.8732,-94.376,4.1,False
1998.0,8.0,100.0,0.0,0.0,50000.0,100.0,40.42,-103.9,0.5,False
1976.0,20.0,10.0,0.0,0.0,50000.0,10.0,38.7,-99.32,0.1,False
1990.0,31.0,10.0,0.0,0.0,50000.0,10.0,41.75,-103.33,0.1,False
2009.0,55.0,100.0,0.0,0.0,50000.0,100.0,42.86,-88.363,3.15,False
1996.0,30.0,10.0,0.0,0.0,50000.0,10.0,45.75,-107.6,4.0,False
1983.0,42.0,200.0,10.0,0.0,5000000.0,200.0,40.28,-79.88,38.0,True
2004.0,46.0,400.0,0.0,0.0,50000.0,400.0,44.35,-100.82,1.0,False
2008.0,29.0,800.0,0.0,0.0,50000.0,800.0,36.81,-93.78,3.77,False
1981.0,48.0,10.0,0.0,0.0,50000.0,10.0,32.33,-94.13,0.1,False
1998.0,37.0,30.0,3.0,0.0,180000.0,30.0,34.23,-77.93,0.2,True
1987.0,19.0,40.0,0.0,0.0,500000.0,40.0,40.77,-95.37,1.0,False
2022.0,55.0,50.0,0.0,0.0,50000.0,50.0,45.4741,-92.6532,0.74,False
1993.0,10.0,10.0,0.0,0.0,5000.0,10.0,38.73,-75.6,4.5,False
2021.0,42.0,100.0,0.0,0.0,50000.0,100.0,40.5347,-80.0713,0.54,False
1980.0,48.0,40.0,0.0,0.0,50000.0,40.0,29.27,-100.78,99.8,False
2009.0,55.0,25.0,0.0,0.0,50000.0,25.0,42.6084,-89.991,0.09,False
1976.0,48.0,10.0,0.0,0.0,50000.0,10.0,32.45,-97.82,0.2,False
1955.0,29.0,10.0,0.0,0.0,500.0,10.0,36.78,-89.42,0.1,False
1995.0,48.0,10.0,0.0,0.0,50000.0,10.0,33.17,-102.27,0.1,False
1979.0,31.0,10.0,0.0,0.0,50000.0,10.0,41.4,-98.42,0.1,False
1956.0,38.0,10.0,0.0,0.0,50000.0,10.0,48.8,-101.4,0.1,False
1999.0,28.0,50.0,0.0,0.0,10000.0,50.0,33.45,-90.18,1.0,False
1983.0,15.0,10.0,0.0,0.0,5000.0,10.0,21.35,-157.92,0.1,False
1985.0,40.0,10.0,0.0,0.0,50000.0,10.0,36.42,-99.53,0.1,False
2016.0,46.0,25.0,0.0,0.0,50000.0,25.0,43.26,-96.86,0.09,False
1954.0,1.0,100.0,0.0,0.0,50000.0,100.0,31.37,-85.28,2.5,False
1987.0,35.0,10.0,0.0,0.0,50000.0,10.0,36.13,-103.98,0.2,False
1992.0,27.0,80.0,0.0,0.0,50000.0,80.0,45.23,-94.07,10.0,False
1984.0,27.0,50.0,0.0,0.0,50000.0,50.0,48.08,-96.72,0.3,False
1998.0,12.0,150.0,3.0,1.0,4000000.0,150.0,29.17,-81.1,8.0,True
1984.0,40.0,10.0,0.0,0.0,500000.0,10.0,35.22,-95.57,0.1,False
1995.0,51.0,40.0,0.0,0.0,50000.0,40.0,38.62,-77.3,0.7,False
1997.0,48.0,73.0,0.0,0.0,100000.0,73.0,33.62,-97.43,1.0,False
1963.0,31.0,10.0,0.0,0.0,50000.0,10.0,42.38,-97.47,12.8,False
1998.0,1.0,30.0,0.0,0.0,50000.0,30.0,32.75,-86.83,1.0,False
1991.0,8.0,10.0,0.0,0.0,50000.0,10.0,40.33,-104.85,0.1,False
1977.0,48.0,10.0,0.0,0.0,50000.0,10.0,34.28,-99.77,0.1,False
1996.0,17.0,50.0,0.0,0.0,10000.0,50.0,37.97,-89.77,2.0,False
1988.0,26.0,50.0,0.0,0.0,50000.0,50.0,42.73,-83.45,0.5,False
1988.0,6.0,13.0,0.0,0.0,50000.0,13.0,33.6,-117.63,1.5,False
1990.0,12.0,10.0,0.0,0.0,50000.0,10.0,28.03,-81.95,0.2,False
1983.0,40.0,50.0,0.0,0.0,500000.0,50.0,34.8,-98.32,2.6,False
1996.0,22.0,25.0,0.0,0.0,50000.0,25.0,32.18,-93.72,0.5,False
1969.0,19.0,200.0,0.0,0.0,50000.0,200.0,42.07,-93.88,0.1,False
2007.0,13.0,200.0,0.0,0.0,350000.0,200.0,33.29,-84.9,4.11,False
1999.0,39.0,100.0,0.0,0.0,2500000.0,100.0,39.35,-84.18,1.5,False
1971.0,30.0,10.0,0.0,0.0,50000.0,10.0,48.45,-108.27,2.0,False
2009.0,40.0,40.0,0.0,0.0,50000.0,40.0,34.7935,-97.0309,6.8,False
1952.0,28.0,10.0,0.0,0.0,50000.0,10.0,31.62,-89.53,0.1,False
2017.0,13.0,200.0,0.0,0.0,60000.0,200.0,31.9536,-84.6755,0.59,False
2011.0,18.0,50.0,0.0,0.0,15000.0,50.0,40.4766,-86.7612,2.64,False
1976.0,38.0,20.0,0.0,0.0,5000.0,20.0,46.78,-97.35,0.3,False
1956.0,17.0,100.0,0.0,0.0,50000.0,100.0,39.65,-88.5,4.5,False
2004.0,48.0,25.0,0.0,0.0,40000.0,25.0,29.53,-95.42,0.3,False
2016.0,40.0,10.0,0.0,0.0,50000.0,10.0,35.2228,-97.2282,0.1,False
